disease,placename,median,low,hi,pct_25,pct_75,sd
Male Over 65,Fort Lauderdale,0.1603960396039604,0.05216733870967742,0.6743421052631579,0.10637465780211185,0.2222222222222222,0.13332136349259646
Female Over 65,Clearwater,0.21869144388580036,0.09836065573770492,0.6005586592178771,0.1684584654263167,0.3631288475275497,0.13275578500002105
Female Over 65,Yuma,0.15855221012171686,0,0.6126943005181347,0.10523038605230386,0.23477715003138733,0.13244361892257772
BP Medication,Bethlehem,0.765,0.23600000000000002,0.828,0.6895,0.7862500000000001,0.13204227883027772
Male Over 65,Las Vegas,0.12738853503184713,0.027928303459774907,0.8442737430167597,0.08370480435859336,0.16807710390220967,0.13133497433101832
BP Medication,Boca Raton,0.746,0.127,0.852,0.7290000000000001,0.7785,0.13040617021739895
Female Over 65,Las Vegas,0.14313346228239845,0.026221692491060787,0.8097395243488109,0.09958847736625515,0.19934041773543423,0.13002763211389426
Female Over 65,Lincoln,0.12714180594975297,0,1,0.09037798991386113,0.19186993135977548,0.12926347993480494
BP Medication,Iowa City,0.695,0.368,0.7829999999999999,0.6559999999999999,0.728,0.12575074552462898
BP Medication,Santa Maria,0.6419999999999999,0.187,0.7659999999999999,0.622,0.6917499999999999,0.12563788873173298
BP Medication,Columbia,0.719,0.248,0.8759999999999999,0.65375,0.77375,0.1253457380032034
Male Over 65,Hemet,0.17135844806428296,0.06793567443386939,0.5002946375957572,0.11782967612339384,0.2537798213725906,0.12518932201839583
BP Medication,Greenville,0.703,0.359,0.857,0.632,0.7475,0.1251421010473512
BP Medication,San Angelo,0.7324999999999999,0.19,0.868,0.7202500000000001,0.7535,0.1246978425958202
Female Over 65,Largo,0.26567128523650263,0.06835330670217488,0.5969827586206896,0.19292252886002886,0.3278238475255142,0.12429024575799846
Male Over 65,Denton,0.07683000604960677,0.003673469387755102,0.6718167288225892,0.05448532569792412,0.12887798683737603,0.12385752247190543
BP Medication,Greeley,0.6495,0.115,0.777,0.6245,0.6940000000000001,0.12373586592467452
Male Over 65,Yuma,0.11391889137966171,0,0.5565749235474006,0.0761451516954194,0.178927680798005,0.12357539838331728
Female Over 65,Rochester Hills,0.18808925218179276,0.012073863636363636,0.6450567260940032,0.13980767973834413,0.2578388893198835,0.12295823826019489
BP Medication,Bloomington,0.72,0.184,0.883,0.675,0.7559999999999999,0.12213603701799702
Male Over 65,Clearwater,0.20516029917616382,0.07029177718832891,0.5995872033023736,0.148462657822038,0.2924400388936906,0.12201054952320535
Male Over 65,Largo,0.23873886953155246,0.04279638490164806,0.5787992495309568,0.16343915862434544,0.31183590513670256,0.1217518322942125
Female Over 65,Fort Lauderdale,0.15500945179584122,0.068334937439846,0.5889423076923077,0.1157167530224525,0.23949246629659002,0.12161134007206365
BP Medication,Kalamazoo,0.723,0.305,0.821,0.7,0.78,0.12138847517273584
BP Medication,Abilene,0.7395,0.153,0.809,0.6984999999999999,0.7682500000000001,0.12089164438678002
BP Medication,Wichita Falls,0.757,0.217,0.8420000000000001,0.7390000000000001,0.7725,0.11960063473057737
BP Medication,Fairfield,0.6784999999999999,0.174,0.7490000000000001,0.649,0.7010000000000001,0.11931636034573737
BP Medication,Yuma,0.71,0.249,0.861,0.675,0.762,0.1186212148430349
BP Medication,Worcester,0.734,0.163,0.7909999999999999,0.7040000000000001,0.75075,0.11844865793497278
Male Over 65,Port St. Lucie,0.181255946717412,0.06921968990934509,0.5642235123367199,0.13326964413661332,0.2787519927123662,0.11766191216620304
Male Over 65,Newport Beach,0.23892288753562446,0.1501695960530373,0.5306298533218292,0.194303283885579,0.3241885157752836,0.11745865481885764
Female Over 65,Hemet,0.18810120728942076,0.0643312101910828,0.47324113048707156,0.13501523612758534,0.29824656004215855,0.117301361518288
Female Over 65,Vacaville,0.12188465667605806,0,0.596252129471891,0.10098338882949412,0.15168422945173266,0.11719573450323334
High BP,Atlanta,0.308,0.094,0.516,0.20600000000000002,0.439,0.11712219588694472
BP Medication,Tempe,0.6905,0.326,0.815,0.6,0.7390000000000001,0.11643774820198648
BP Medication,Rock Hill,0.7275,0.237,0.802,0.6595,0.75825,0.11633773977935835
BP Medication,New Britain,0.731,0.207,0.764,0.7,0.742,0.11615718004579174
BP Medication,Norman,0.7125,0.22399999999999998,0.767,0.6485,0.7380000000000001,0.11612149266264647
BP Medication,Honolulu,0.7515,0.15,0.857,0.706,0.78325,0.11609503951067382
BP Medication,Denton,0.677,0.382,0.88,0.622,0.72,0.11589224044780304
Female Over 65,Port St. Lucie,0.21640560593569663,0.0935856992639327,0.5618541482137585,0.16494614003590663,0.26619649007708707,0.11571776108700381
Female Over 65,Denton,0.11775938892425207,0.007257448433919022,0.6292606187729418,0.08002478842252582,0.14538546291638416,0.11533902207988263
BP Medication,Knoxville,0.7645,0.212,0.924,0.7305,0.78825,0.11367400499571002
BP Medication,Boulder,0.64,0.191,0.711,0.5479999999999999,0.6695,0.11357423044029757
High BP,Gainesville,0.27,0.08900000000000001,0.584,0.19,0.34,0.11309657968451714
Female Over 65,Murrieta,0.11347248576850096,0.06487167375216502,0.5093880389429764,0.09111526297368412,0.16072263476347634,0.11305379883729327
Female Over 65,Bethlehem,0.18417560532097976,0.010139416983523447,0.43552701979668274,0.08310335952150412,0.21971172663427738,0.11282672524893449
Female Over 65,Mission Viejo,0.19094036697247707,0.03480328577604842,0.5774058577405857,0.1404709748083242,0.23869532987398073,0.11279818853348647
BP Medication,Tuscaloosa,0.735,0.349,0.821,0.6822499999999999,0.7657499999999999,0.11275020898281497
High BP,Greenville,0.258,0.11,0.534,0.2195,0.3245,0.11218265737894066
BP Medication,Albany,0.757,0.142,0.857,0.7264999999999999,0.7915,0.11214441669596589
Female Over 65,Scottsdale,0.24245422263393546,0.09289340101522843,0.5276225946617008,0.1849003771001234,0.336248934915121,0.11043316283514976
Male Over 65,Fort Wayne,0.11750747495645678,0.025236593059936908,1,0.080747876297818,0.1529015154442641,0.11014913608774747
BP Medication,Lawton,0.7545,0.374,0.835,0.74025,0.7695,0.11006228996326431
High BP,Columbia,0.29600000000000004,0.113,0.591,0.24825,0.3905,0.1094210238716321
High BP,Dayton,0.382,0.095,0.645,0.327,0.48200000000000004,0.10938351112606352
BP Medication,Chico,0.662,0.36200000000000004,0.745,0.5660000000000001,0.6950000000000001,0.10873380121053296
Male Over 65,West Palm Beach,0.11662423925838203,0.03616071428571429,0.532448377581121,0.0988506528835691,0.23104686373123565,0.10841715236985279
High BP,Menifee,0.25,0.209,0.569,0.235,0.3075,0.10835777366956421
High BP,Chicago,0.2895,0.102,0.59,0.243,0.428,0.10814938546133133
High BP,Surprise,0.244,0.212,0.518,0.22275,0.40750000000000003,0.10809370322663886
BP Medication,Murfreesboro,0.679,0.225,0.789,0.637,0.721,0.1072584573200019
High BP,Tuscaloosa,0.37150000000000005,0.14,0.591,0.3035,0.40874999999999995,0.10645982061150855
High BP,Birmingham,0.47350000000000003,0.16699999999999998,0.605,0.37275,0.53075,0.10638382678653656
BP Medication,Pomona,0.643,0.1,0.7709999999999999,0.605,0.6609999999999999,0.1060283070408058
Male Over 65,St. Petersburg,0.15359297860669227,0.058419243986254296,0.6284201235657546,0.10734870317002881,0.2063632346442775,0.10565646753003703
High BP,Albany,0.35100000000000003,0.06,0.534,0.288,0.4235,0.10559507564275901
Female Over 65,Pueblo,0.17960206093466005,0,0.5496535796766744,0.140016205803154,0.2212428459503068,0.10559240250563673
BP Medication,Norfolk,0.735,0.301,0.812,0.705,0.76,0.10530111593467648
Female Over 65,Gainesville,0.11159824631327223,0,0.4473420260782347,0.045454545454545456,0.18970109499852028,0.10503122790676395
BP Medication,Durham,0.7215,0.22399999999999998,0.82,0.683,0.7617499999999999,0.10486620548409091
BP Medication,Cambridge,0.6910000000000001,0.285,0.7929999999999999,0.6385,0.72375,0.10464315322145559
Female Over 65,Oceanside,0.14074453466673756,0.07306190741773563,0.5363709032773781,0.11818285904091354,0.19378197364239874,0.10448302606736887
Female Over 65,Honolulu,0.20513777914458645,0,0.60727969348659006,0.1406566320963009,0.25784233622209163,0.1029431721457068
Arthritis,Menifee,0.182,0.14800000000000002,0.484,0.16999999999999998,0.237,0.10224611862903919
BP Medication,Dayton,0.773,0.258,0.9129999999999999,0.748,0.8220000000000001,0.10211749645730045
Arthritis,Surprise,0.195,0.158,0.456,0.17225000000000001,0.34450000000000003,0.10206364727579599
Female Over 65,West Palm Beach,0.16670499084095297,0.08335388409371147,0.45870736086175945,0.1336015843966113,0.26536957250412896,0.10148532692816416
BP Medication,Boston,0.7190000000000001,0.237,0.851,0.6579999999999999,0.752,0.10072895423227914
High BP,Washington,0.29500000000000004,0.08800000000000001,0.45799999999999996,0.20625000000000002,0.40349999999999997,0.10021879384628954
Male Over 65,St. George,0.18259243872039885,0.054307116104868915,0.46037982973149966,0.13915857605177995,0.2254944110060189,0.09997118744271147
BP Medication,Buffalo,0.746,0.172,0.84,0.719,0.7845,0.09997069028438474
Female Over 65,Newport Beach,0.25992402721759034,0.136656493726687,0.45910652920962197,0.22065783639334077,0.325550079665598,0.09973569451040125
BP Medication,Burlington,0.627,0.39299999999999996,0.7440000000000001,0.5934999999999999,0.6819999999999999,0.09972343574287662
BP Medication,Gulfport,0.78,0.348,0.8240000000000001,0.757,0.8029999999999999,0.09909737875539633
Male Over 65,Youngstown,0.14628297362110312,0.04604200323101777,0.5566265060240964,0.10264369106421195,0.1774528871303065,0.0988674225664227
High BP,Richmond,0.3135,0.126,0.508,0.2595,0.39225,0.09833494043943843
Female Over 65,Miami Beach,0.15663657729508917,0.07366638441998306,0.42481977342945415,0.12906126629707243,0.2785244815604864,0.09832179246628968
High BP,St. Louis,0.3415,0.19699999999999998,0.529,0.26275000000000004,0.46675,0.09831189938022977
BP Medication,Atlanta,0.759,0.276,0.87,0.685,0.8109999999999999,0.09822584865991868
High BP,Fayetteville,0.324,0.10800000000000001,0.6509999999999999,0.287,0.369,0.09796068923101442
BP Medication,New Haven,0.7190000000000001,0.28800000000000003,0.838,0.6915,0.7485,0.09795625532343123
High BP,New Orleans,0.41000000000000003,0.14400000000000002,0.611,0.319,0.47974999999999995,0.09791097255942063
High BP,Lynchburg,0.33,0.099,0.501,0.3215,0.41000000000000003,0.09788885569959146
High BP,Mobile,0.42700000000000005,0.10800000000000001,0.659,0.35950000000000004,0.502,0.09786283285320355
Male Over 65,Rochester Hills,0.1627435986560074,0.008620689655172414,0.4487534626038781,0.09275691854930966,0.21129234127490204,0.09781822904698893
High BP,Baltimore,0.387,0.11599999999999999,0.5670000000000001,0.3095,0.45199999999999996,0.09753570549810384
High BP,Columbus,0.33899999999999997,0.122,0.544,0.253,0.40349999999999997,0.09726579171541873
High BP,Champaign,0.2665,0.078,0.475,0.19875000000000004,0.318,0.09726549396260462
High BP,Pittsburgh,0.317,0.109,0.557,0.266,0.37,0.09704593990277441
BP Medication,Tampa,0.7185,0.18100000000000002,0.893,0.6762499999999999,0.752,0.09696809629744216
Female Over 65,Lee's Summit,0.1741601004047108,0.070556713307532,0.44436952124072826,0.0997985138017159,0.23766949523226313,0.09691360149312311
High BP,Muncie,0.356,0.142,0.53,0.3185,0.3965,0.09672138943332569
High BP,Charleston,0.34750000000000003,0.158,0.5579999999999999,0.29025,0.42574999999999996,0.09660193958681539
High BP,Buffalo,0.365,0.081,0.55,0.3075,0.45399999999999996,0.0965997339597969
BP Medication,Columbus,0.745,0.198,0.852,0.682,0.778,0.09644445300976182
BP Medication,Fort Collins,0.5994999999999999,0.179,0.77,0.5785,0.653,0.0962595725837678
BP Medication,Jacksonville,0.741,0.147,0.857,0.711,0.7675000000000001,0.09612118150131731
Female Over 65,Youngstown,0.19724025974025974,0.0746371803731859,0.558408215661104,0.15671738227792326,0.2422032792318767,0.0958883446166218
BP Medication,Fargo,0.731,0.36,0.7879999999999999,0.7090000000000001,0.763,0.09555281262213061
BP Medication,Portsmouth,0.758,0.27399999999999997,0.833,0.7295,0.7909999999999999,0.09552405540642799
Male Over 65,Oceanside,0.12153977587059439,0.05131161718074373,0.4696755994358251,0.08872192236886713,0.15304730419693982,0.09542231529071284
BP Medication,Irvine,0.659,0.35,0.754,0.6125,0.7150000000000001,0.09542103074922058
BP Medication,Bellingham,0.7170000000000001,0.41700000000000004,0.8140000000000001,0.633,0.725,0.09541091471660267
BP Medication,Surprise,0.6904999999999999,0.642,0.893,0.6595,0.84475,0.09540002107528081
Female Over 65,Rockford,0.1731266149870801,0.04191176470588235,0.4033412887828162,0.10141987829614604,0.2326797385620915,0.09536804700962188
Female Over 65,St. Petersburg,0.18645520788684097,0.05130641330166271,0.5791814946619217,0.14412136536030343,0.23020017406440382,0.0950826880996007
Female Over 65,Santa Barbara,0.21514729171155123,0.08073929961089495,0.39759036144578314,0.14604810646222438,0.2745648170732157,0.0950373239858947
BP Medication,Hampton,0.7609999999999999,0.391,0.838,0.7340000000000001,0.787,0.09488807202236334
BP Medication,Menifee,0.63,0.573,0.872,0.607,0.7035,0.09478579970695483
Female Over 65,Albany,0.14903403863845446,0.003345724907063197,0.5970625798212005,0.10984208343813519,0.1812200954236825,0.09476065764799053
BP Medication,Lubbock,0.72,0.265,0.799,0.6772499999999999,0.7509999999999999,0.0947594933604064
Male Over 65,Carrollton,0.09111617312072894,0.036267472610502456,0.5925925925925926,0.06549232158988257,0.11671207992733879,0.09471006045922617
High BP,Shreveport,0.42700000000000005,0.223,0.608,0.3595,0.5035000000000001,0.0946668062631536
High BP,Montgomery,0.4005,0.20800000000000002,0.614,0.36125,0.47825000000000006,0.0944785271392155
Female Over 65,North Las Vegas,0.08986827194053526,0.016624040920716114,0.6982857142857143,0.06942718433716503,0.12213800080938891,0.09445437740931482
High BP,Tampa,0.3405,0.102,0.672,0.268,0.386,0.09431507983996937
BP Medication,San Diego,0.6629999999999999,0.096,0.861,0.6214999999999999,0.6990000000000001,0.09410146309697158
Female Over 65,Sandy Springs,0.15163981461238743,0.018930041152263374,0.28161434977578476,0.07127518672919923,0.22876952841564657,0.09408326770632272
BP Medication,Eugene,0.687,0.28300000000000003,0.764,0.6455,0.7124999999999999,0.09398045318785897
High BP,Lake Charles,0.406,0.275,0.57,0.34975,0.506,0.09394250797799047
High BP,Boynton Beach,0.36350000000000005,0.21,0.562,0.3085,0.42500000000000004,0.09389386545996758
High BP,Baton Rouge,0.397,0.129,0.562,0.34075000000000005,0.482,0.09384812193155154
High Cholesterol,Gainesville,0.271,0.083,0.489,0.183,0.33899999999999997,0.09377763456573611
Obesity,Albany,0.358,0.14300000000000002,0.5,0.261,0.4285,0.09369594546232206
Female Over 65,Canton,0.1594469567025313,0.0592469545957918,0.5473251028806584,0.12320271865726412,0.21100828437752842,0.09363357128689054
Female Over 65,Apple Valley,0.15395285655217383,0.0944152266466316,0.45085227272727274,0.13108620547591301,0.18755244360694934,0.09309338238020545
Arthritis,Gainesville,0.17,0.039,0.465,0.099,0.24100000000000002,0.09302852415418782
BP Medication,Lawrence,0.684,0.26899999999999996,0.8079999999999999,0.6485000000000001,0.69925,0.09289210330885428
High Cholesterol,Champaign,0.306,0.087,0.39,0.20775000000000002,0.33024999999999993,0.0928844641703365
Female Over 65,Mount Vernon,0.15346357208618538,0.0911854103343465,0.4928092042186002,0.13086055710189817,0.19843079701248018,0.09282979030492308
BP Medication,Syracuse,0.745,0.252,0.8370000000000001,0.7175,0.763,0.09277439780935735
Female Over 65,Madison,0.12406137773424747,0,0.6064638783269962,0.0780065005417118,0.18357318357318358,0.09271267454759453
Male Over 65,Miami Beach,0.11051511094528454,0.012212142358688068,0.3291249455811929,0.09446116015016578,0.24847452494511318,0.0926817905141303
Female Over 65,Palm Coast,0.30550355672032947,0.1368872220733994,0.4523563811489508,0.2348457633145341,0.36494259851768907,0.09265437942972457
High BP,Philadelphia,0.33299999999999996,0.10800000000000001,0.564,0.28800000000000003,0.4235,0.09248420739251258
BP Medication,Lincoln,0.7270000000000001,0.17600000000000002,0.847,0.694,0.77275,0.09242070519901048
High BP,Cleveland,0.402,0.196,0.645,0.336,0.493,0.0922655285055611
Female Over 65,Arlington Heights,0.19097140662866613,0.02864417568427753,0.42685086787105914,0.16528678955272916,0.2608087115594431,0.09226423327844374
Female Over 65,Erie,0.13865140930286957,0.07058125741399762,0.43158953722334004,0.09420301155537375,0.18832846704237977,0.09224167225357253
BP Medication,North Las Vegas,0.6479999999999999,0.124,0.8440000000000001,0.61325,0.6769999999999999,0.09206391967607315
Male Over 65,North Las Vegas,0.07754087394454698,0.015408320493066256,0.6920777279521674,0.06456247672634051,0.12014985698296232,0.09205293872225985
High BP,Lakeland,0.382,0.177,0.5539999999999999,0.32699999999999996,0.4535,0.09199012738203206
BP Medication,Baton Rouge,0.7569999999999999,0.29100000000000004,0.8170000000000001,0.7255,0.779,0.09194078063001827
High BP,Pembroke Pines,0.294,0.233,0.604,0.275,0.314,0.09158180314159939
High BP,Waco,0.363,0.11699999999999999,0.5,0.3035,0.40249999999999997,0.09148827357470832
Male Over 65,Berkeley,0.12397734424166142,0,0.34226190476190477,0.07166123778501629,0.1665807117070655,0.09134660497045752
Female Over 65,San Marcos,0.14423654433609767,0.026437847866419294,0.36373536618567925,0.11298169742158962,0.1864243806122334,0.09130727286551586
High BP,Memphis,0.4105,0.193,0.557,0.33275,0.48050000000000004,0.09128314441763345
Female Over 65,Berkeley,0.1761786600496278,0,0.3155765340525961,0.09007741027445461,0.2414113277623027,0.09116395032317198
Male Over 65,Vacaville,0.10273725089094102,0.05278785879247773,0.46912867859203694,0.08555694800628108,0.1348369830789686,0.0908873095455412
Female Over 65,Cape Coral,0.27251732101616627,0.11580381471389646,0.45505304299274146,0.1871713985278654,0.3097373478539398,0.09057883746895383
Arthritis,Muncie,0.3055,0.083,0.49200000000000005,0.27975,0.34925,0.09055109055113582
Obesity,Atlanta,0.318,0.16699999999999998,0.473,0.21600000000000003,0.402,0.09032687598491271
Female Over 65,Bellingham,0.1772093023255814,0.037521815008726006,0.38618524332810045,0.12135036496350365,0.2270815811606392,0.09030014050918692
Female Over 65,Carrollton,0.11523687580025609,0.0352622061482821,0.5428571428571428,0.07732226258432798,0.13705121195553124,0.09025195419221717
High BP,Kansas City,0.336,0.10800000000000001,0.575,0.276,0.41100000000000003,0.09011295138569635
Male Over 65,Cape Coral,0.2761545711592837,0.08101345010947764,0.45132743362831856,0.21216341689879295,0.30543834974214723,0.08972121659188871
High BP,Cincinnati,0.348,0.147,0.5720000000000001,0.29,0.41,0.08969182597133198
High Cholesterol,Surprise,0.28900000000000003,0.258,0.49200000000000005,0.2665,0.41675,0.08957650952231315
Male Over 65,Long Beach,0.08635578583765112,0,0.6890756302521008,0.06488777820324204,0.13372910645694036,0.08908064303043173
High BP,Norfolk,0.35100000000000003,0.134,0.547,0.294,0.414,0.08893655913968275
Female Over 65,Medford,0.17397743888714878,0.06845238095238096,0.4241573033707865,0.12725051111620278,0.24484692780533945,0.08890135215270398
High BP,Jackson,0.424,0.17300000000000001,0.614,0.376,0.495,0.08857973047045078
BP Medication,Fullerton,0.673,0.405,0.774,0.6505000000000001,0.72475,0.08856771550562346
High BP,Peoria,0.315,0.145,0.545,0.257,0.375,0.08855010849078225
Arthritis,Boynton Beach,0.264,0.14,0.473,0.23174999999999998,0.3105,0.08849772780183092
Obesity,Chicago,0.3265,0.174,0.531,0.26025,0.418,0.08842631421958803
High BP,Orlando,0.2885,0.161,0.556,0.246,0.35550000000000004,0.08826990384086711
Female Over 65,Tallahassee,0.11403154063890013,0,0.32038834951456313,0.06699232379623168,0.1685814185814186,0.08820310188332169
BP Medication,Mesa,0.7135,0.295,0.9059999999999999,0.68,0.778,0.0881516037976669
Female Over 65,Waco,0.12692307692307692,0,0.39620653319283455,0.094127758919575,0.1666323839346458,0.08814546217312512
High BP,Rock Hill,0.3575,0.174,0.5539999999999999,0.28800000000000003,0.406,0.08813430571664954
Male Over 65,Mission Viejo,0.1543001686340641,0.04657994125052455,0.4532150776053215,0.12382495948136142,0.18832684824902723,0.08804083470634896
BP Medication,North Charleston,0.726,0.332,0.8,0.69575,0.7615,0.08803135804927696
High BP,Gulfport,0.392,0.141,0.5379999999999999,0.35700000000000004,0.44,0.08797153219189988
High BP,New Haven,0.316,0.08800000000000001,0.462,0.26849999999999996,0.356,0.0879366096220906
High BP,Kalamazoo,0.313,0.122,0.475,0.262,0.359,0.08765745017640299
Obesity,Shreveport,0.408,0.271,0.528,0.32899999999999996,0.4855,0.0874500575514449
BP Medication,Savannah,0.7659999999999999,0.384,0.858,0.7340000000000001,0.792,0.08726391376885696
Male Over 65,Sandy Springs,0.09267793936537735,0.01798426376920195,0.288102261553589,0.04723450960137242,0.19437740996643926,0.08724951176503408
BP Medication,Lexington,0.7605,0.28,0.8390000000000001,0.71975,0.7969999999999999,0.08723529669152723
BP Medication,Virginia Beach,0.723,0.245,0.848,0.6905000000000001,0.7649999999999999,0.08686205556851694
High BP,Savannah,0.368,0.16,0.55,0.294,0.431,0.08672105665100413
BP Medication,Evanston,0.7185,0.386,0.7909999999999999,0.69925,0.75525,0.08663953195125204
Male Over 65,Bethlehem,0.1596101806751036,0.00437636761487965,0.3580089342693044,0.0737911973609914,0.18417235899233161,0.08658731890087204
Male Over 65,Santa Barbara,0.18235805580574094,0.04195804195804196,0.3519593613933237,0.1327555740795338,0.25109876754877924,0.08656900025126682
BP Medication,Austin,0.669,0.198,0.807,0.618,0.7140000000000001,0.08653865330893104
High BP,Macon,0.43200000000000005,0.22699999999999998,0.555,0.34900000000000003,0.488,0.08643405219096963
BP Medication,Sugar Land,0.757,0.445,0.8270000000000001,0.7370000000000001,0.777,0.0863913334773807
High BP,Knoxville,0.337,0.121,0.5539999999999999,0.29774999999999996,0.38,0.08638550482211342
Female Over 65,Hollywood,0.1541038525963149,0.07447864945382324,0.44203470031545744,0.12137000966585412,0.22299305904602465,0.08636998561130617
Female Over 65,Cleveland,0.15030674846625766,0,0.46984126984126984,0.11130210768539656,0.19775319846221717,0.08628956086004731
Obesity,Richmond,0.315,0.185,0.509,0.2495,0.40175000000000005,0.08620593004301932
Arthritis,Redlands,0.21600000000000003,0.151,0.532,0.19699999999999998,0.254,0.08614415927078625
